,sigla_uf,populacao_atendida_agua,indice_consumo_agua_per_capita
29887,SP,11307,160.9
29888,SP,6514,171.6
29889,SP,10765,170.3
29890,SP,8965,175.5
29891,SP,411485,234.6
29892,SP,796690,163.6
29893,SP,5365,170.1
29894,SP,101081,140.1
29895,TO,6228,75.4
30640,AL,6256,87.0
30641,AL,5678,41.7
30642,BA,19634,114.3
30643,BA,2742,101.5
30644,CE,30276,132.1
30645,CE,38760,187.1
30646,ES,6598,134.9
30647,ES,4305,133.2
30648,ES,5778,134.2
30649,GO,103485,134.2
30650,MA,5928,140.9
30651,MA,160680,136.6
30652,MA,3104,57.4
30653,MG,1763,118.0
30654,MG,18579,141.5
30655,MG,25208,182.5
30656,MG,36899,187.2
30657,MG,5936,195.8
30658,MG,6050,265.3
30659,MG,6880,252.1
30660,MG,8680,138.6
30661,MG,48214,207.3
30662,MG,18168,163.2
30663,MG,4943,140.9
30664,MG,16150,173.3
30665,MG,5519,164.6
30666,MG,919,132.8
30667,MG,57776,238.5
30668,MG,10406,171.6
30669,MG,3158,155.0
30670,MG,2554,110.3
30671,PB,2020,67.3
30672,PB,11112,97.2
30673,PE,17107,78.4
30674,PR,107197,153.7
30675,PR,44250,117.8
30676,PR,42057,186.0
30677,PR,409616,145.6
30678,PR,5100,290.9
30679,RJ,20264,165.3
30680,RJ,67338,110.1
30681,RJ,166272,58.0
30682,RJ,5827254,176.8
30683,RO,12483,117.3
30684,RS,3568,316.6
30685,RS,191900,136.1
30686,SC,22655,114.3
30687,SP,128553,210.2
30688,SP,13016,171.8
30689,SP,70438,161.6
30690,SP,22336,175.0
30691,SP,56497,133.4
30692,SP,151538,177.2
30693,SP,2156,177.9
30694,SP,35197,171.9
30695,SP,70846,300.7
30696,SP,7797,172.6
31449,AL,15229,133.6
31450,CE,5584,195.6
31451,CE,6441,202.9
31452,CE,50090,97.8
31453,CE,12771,166.2
31454,ES,10612,173.1
31455,MG,102738,159.3
31456,MG,6463,142.7
31457,MG,10707,145.2
31458,MG,20196,206.2
31459,MG,3771,185.0
31460,MG,9852,295.8
31461,MG,3087,168.3
31462,MG,4737,161.0
31463,MG,5395,201.9
31464,MG,12911,128.4
31465,MG,13495,190.4
31466,MG,3989,142.0
31467,MT,68975,170.3
31468,PB,3991,95.7
31469,PB,640,103.0
31470,PE,5778,77.5
31471,PE,64120,94.0
31472,PI,5861,124.9
31473,PR,55836,189.1
31474,PR,4071,106.3
31475,PR,12007,102.6
31476,RN,65487,110.5
31477,RN,10491,89.2
31478,RN,3190,92.1
31479,RS,12673,121.5
31480,SC,19200,203.8
31481,SP,17144,223.7
31482,SP,116496,162.9
31483,SP,5090,209.5
31484,SP,14034,243.6
31485,SP,2069,143.5
31486,SP,3402,183.6
31487,SP,9292,531.9
31488,SP,77149,218.6
31489,SP,10731,170.2
31490,SP,2892,247.4
31491,SP,22219,311.8
31492,SP,2482,163.5
32176,AL,832512,63.2
32177,BA,12177,96.5
32178,BA,12805,139.9
32179,BA,17943,99.8
32180,BA,11174,124.6
32181,BA,32989,92.5
32182,ES,22773,164.8
32183,GO,2035,164.9
32184,GO,66153,116.4
32185,GO,29539,184.6
32186,GO,103322,158.3
32187,GO,6024,181.8
32188,MG,5978,159.0
32189,MG,2453,156.4
32190,MG,8126,138.6
32191,MG,7748,155.6
32192,MG,4243,159.6
32193,MG,3498,137.4
32194,MG,10937,119.8
32195,MG,2901,283.5
32196,MG,7242,124.5
32197,MG,3535,145.7
32198,MG,8219,147.1
32199,MG,1548,145.3
32200,MT,14500,236.1
32201,PA,50584,151.0
32202,PB,7063,94.7
32203,PB,4208,51.4
32204,PE,87349,102.0
32205,PE,21198,96.4
32206,PE,11464,91.8
32207,PE,386786,131.1
32208,PE,1469683,107.3
32209,PE,99724,88.0
32210,PR,3663,194.2
32211,PR,17668,101.3
32212,RJ,87913,212.5
32213,RJ,22924,148.5
32214,RS,347657,142.5
32215,RS,24308,135.7
32216,SC,16503,186.8
32217,SE,7929,111.2
32218,SP,15393,179.1
32219,SP,100703,180.3
32220,SP,116800,205.5
32221,SP,4566,167.8
32222,SP,5793,264.2
32223,SP,30789,159.5
32224,SP,2624,175.8
32225,SP,10239,155.7
32226,SP,11149,153.8
32227,SP,423323,206.7
32228,SP,3342,150.4
32229,SP,13257,174.6
32230,SP,20735,186.3
32231,SP,34670,171.5
32232,SP,1682,275.3
33014,AL,51032,92.8
33015,AL,5008,130.3
33016,AL,41451,84.1
33017,BA,5895,139.2
33018,BA,14322,87.9
33019,CE,90470,111.2
33020,ES,1992,146.1
33021,GO,125569,134.5
33022,MG,3055,168.0
33023,MG,1888,139.4
33024,MG,10279,215.7
33025,MG,8145,127.9
33026,MG,9247,126.1
33027,MG,2400,116.1
33028,MG,17987,183.0
33029,MG,11718,139.6
33030,MG,13724,214.2
33031,MG,14226,155.8
33032,MG,3663,149.1
33033,MG,4101,91.8
33034,MS,43987,162.1
33035,MT,244911,135.2
33036,PB,64092,109.3
33037,PE,26415,130.2
33038,PE,14466,97.3
33039,PR,11511,101.7
33040,PR,32716,150.8
33041,RJ,37463,121.5
33042,RN,5008,127.0
33043,RN,6385,98.5
33044,RN,115838,94.8
33045,RN,2608,117.1
33046,RN,906,97.1
33047,RO,18223,122.7
33048,RS,33490,316.9
33049,SC,986,81.8
33050,SP,7426,147.5
33051,SP,2252,121.1
33052,SP,141598,182.2
33053,SP,27370,187.9
33054,SP,5136,240.4
33055,SP,9660,163.6
33056,SP,19470,153.3
33057,SP,1658,175.2
33058,SP,26806,540.2
33059,SP,6656,169.1
33060,SP,11323,318.2
33061,SP,5942,144.7
33062,SP,12359,451.1
33063,TO,8615,596.7
33064,TO,163091,147.7
33778,BA,25323,97.3
33779,BA,105885,104.2
33780,BA,7624,120.0
33781,BA,9713,86.0
33782,CE,64840,143.7
33783,CE,9224,130.9
33784,ES,299279,150.8
33785,ES,14079,155.8
33786,ES,40093,290.8
33787,GO,31056,147.4
33788,MG,1865,167.5
33789,MG,4344,124.3
33790,MG,2360,164.4
33791,MG,8065,154.2
33792,MG,5008,227.9
33793,MG,7089,161.0
33794,MG,15795,98.5
33795,MG,55288,189.0
33796,MG,21932,122.0
33797,MG,2460,110.2
33798,MG,7624,107.6
33799,MG,8776,141.7
33800,MT,34561,125.3
33801,PE,14733,81.2
33802,PE,68157,726.5
33803,PE,18420,81.5
33804,PR,18740,118.5
33805,PR,28434,137.0
33806,PR,32223,106.4
33807,PR,31453,155.8
33808,PR,3108,105.4
33809,PR,15659,122.3
33810,PR,6006,111.7
33811,RJ,13748,198.5
33812,RN,6165,68.4
33813,RN,2827,74.0
33814,RN,1885,163.0
33815,RS,271978,105.1
33816,RS,85686,139.9
33817,RS,53437,124.6
33818,SP,3689,194.7
33819,SP,2637,197.2
33820,SP,13366,194.9
33821,SP,2402,223.0
33822,SP,1735,185.5
33823,SP,3064,187.8
33824,SP,39418,215.7
33825,SP,237627,196.4
33826,SP,33812,199.7
33827,SP,31320,188.0
33828,SP,74323,196.1
34570,BA,7798,107.2
34571,BA,4460,137.3
34572,ES,3636,178.8
34573,ES,19528,220.8
34574,ES,11998,141.6
34575,ES,7966,129.7
34576,GO,19415,124.6
34577,GO,6904,146.8
34578,GO,14857,146.9
34579,MG,9987,150.2
34580,MG,923,150.6
34581,MG,397848,137.2
34582,MG,9802,162.7
34583,MG,17580,161.0
34584,MG,2983,188.9
34585,MG,15810,140.0
34586,MG,1992,147.8
34587,MG,3100,171.3
34588,MG,1942,132.6
34589,MS,29716,129.2
34590,MS,14146,199.4
34591,PB,13903,114.2
34592,PB,19587,48.4
34593,PE,349976,95.6
34594,PE,34161,109.7
34595,PE,37706,104.3
34596,PR,10920,98.4
34597,PR,11085,113.2
34598,PR,232188,113.1
34599,PR,48242,100.2
34600,RJ,368020,86.6
34601,RS,6156,69.0
34602,RS,4288,109.5
34603,SP,9596,202.5
34604,SP,28002,143.2
34605,SP,7613,169.6
34606,SP,2673,149.9
34607,SP,3457,546.1
34608,SP,159965,163.0
34609,SP,10130,238.1
34610,SP,7996,188.5
34611,SP,1286,191.9
35354,AP,2134,224.4
35355,BA,7656,111.8
35356,BA,9641,120.6
35357,BA,15639,117.0
35358,BA,39307,79.9
35359,CE,11895,127.1
35360,CE,31632,114.7
35361,ES,185784,133.5
35362,ES,9622,301.8
35363,GO,11281,136.1
35364,GO,88107,118.8
35365,MA,87936,189.1
35366,MG,1327,109.1
35367,MG,3699,107.8
35368,MG,41281,139.4
35369,MG,4456,205.6
35370,MG,4255,149.8
35371,MG,60159,180.8
35372,MG,90168,212.0
35373,MG,97139,144.3
35374,MG,1974,176.8
35375,MG,10207,177.3
35376,MG,127742,160.4
35377,MS,25780,212.5
35378,MS,24000,183.6
35379,PB,2341,64.2
35380,PB,11687,94.6
35381,PB,7469,96.4
35382,PE,79507,163.0
35383,PE,37476,112.0
35384,PE,17382,92.5
35385,PE,14145,88.8
35386,PI,2551,117.2
35387,PR,22919,91.2
35388,PR,8265,101.7
35389,PR,4996,103.1
35390,RJ,9469,157.9
35391,RJ,30313,156.4
35392,RJ,89559,107.4
35393,RN,5494,101.3
35394,RR,11946,127.8
35395,RS,4555,113.7
35396,RS,109716,129.6
35397,SC,214493,141.8
35398,SP,3633,32.2
35399,SP,17282,129.5
35400,SP,35683,175.5
35401,SP,8649,198.1
35402,SP,4836,217.8
35403,SP,9381,201.8
35404,SP,15287,164.5
35405,SP,96608,176.5
35406,SP,2292,175.6
35407,SP,37629,180.4
35408,SP,26163,145.7
35409,SP,5601,486.8
35410,SP,4000,275.6
35411,SP,12639,176.3
35412,SP,33000,208.9
35413,SP,8155,172.5
35414,SP,2863,155.1
35415,SP,712900,181.7
35416,SP,6548,433.0
35417,SP,1512,173.0
35418,SP,4429,170.7
36154,BA,65694,115.7
36155,BA,58059,107.3
36156,BA,6445,121.0
36157,BA,27807,108.6
36158,BA,86531,129.7
36159,BA,42529,139.2
36160,ES,9684,225.8
36161,ES,467722,169.3
36162,MA,137000,186.3
36163,MG,1089,166.0
36164,MG,12235,158.8
36165,MG,12781,145.5
36166,MG,4079,153.2
36167,MG,5210,161.5
36168,MG,5053,192.6
36169,MG,32051,148.4
36170,MG,14926,103.6
36171,MG,4000,258.3
36172,MG,1494,134.2
36173,MG,15859,181.2
36174,MG,31836,140.1
36175,MT,6105,138.2
36176,PB,1965,93.4
36177,PB,8126,77.6
36178,PR,7507,96.5
36179,PR,12654,92.2
36180,PR,23222,148.1
36181,RJ,357866,94.4
36182,RJ,13964,162.3
36183,RN,8153,102.5
36184,RN,3147,104.9
36185,RN,16035,110.5
36186,RN,3977,90.8
36187,RN,13201,97.7
36188,RO,72661,196.0
36189,RS,15371,185.0
36190,RS,4182,203.1
36191,RS,75583,142.2
36192,SP,53523,187.8
36193,SP,1553,118.7
36194,SP,341801,165.1
36195,SP,129356,183.9
36196,SP,283159,181.9
36197,SP,85148,184.4
36198,SP,7873,187.1
36199,SP,728615,161.2
36200,SP,24739,160.9
36201,SP,4045,170.5
36202,SP,103765,135.8
36203,SP,6407,296.4
36204,SP,39539,213.3
36205,SP,123176,173.6
36928,AL,3170,108.7
36929,BA,24080,88.7
36930,BA,144104,107.7
36931,BA,25843,98.5
36932,BA,22547,153.9
36933,ES,22140,87.9
36934,GO,494216,101.4
36935,MG,19532,164.9
36936,MG,28043,162.8
36937,MG,13214,164.8
36938,MG,11358,171.2
36939,MG,4592,161.1
36940,MG,1950,203.7
36941,MG,48560,153.8
36942,MG,6682,161.0
36943,MG,2138,122.3
36944,MG,2220,140.6
36945,MG,5215,140.2
36946,MG,2596,205.2
36947,MG,9022,115.8
36948,MS,34649,151.3
36949,MT,165539,186.7
36950,PB,14391,111.4
36951,PR,5426,98.8
36952,RO,192424,123.0
36953,RS,3000,133.1
36954,RS,1724,228.6
36955,RS,2490,138.2
36956,RS,220361,126.4
36957,RS,16463,407.7
36958,SC,22637,130.4
36959,SE,6148,78.0
36960,SP,16349,147.2
36961,SP,87475,173.9
36962,SP,9977,157.6
36963,SP,19566,114.3
36964,SP,35297,170.5
36965,SP,11940,162.8
36966,SP,2311,180.4
36967,SP,6321,167.2
36968,SP,135614,153.9
36969,SP,2316,161.4
36970,SP,65696,357.2
36971,SP,7460,332.6
36972,SP,3740,450.6
36973,SP,2220,206.0
36974,SP,338695,200.1
36975,SP,10989,182.1
36976,SP,1887,161.0
36977,SP,11371086,167.1
36978,SP,7155,230.2
36979,TO,2649,78.4
37727,BA,8904,112.3
37728,BA,5390,100.4
37729,BA,8320,105.8
37730,CE,23449,111.6
37731,CE,1346,160.9
37732,GO,10252,141.7
37733,MA,3388,84.3
37734,MG,2315560,162.2
37735,MG,1826,167.9
37736,MG,20374,183.1
37737,MG,2847,109.6
37738,MG,2424,127.0
37739,MG,104888,198.3
37740,MG,5586,154.9
37741,MG,32765,182.0
37742,PA,7138,135.2
37743,PB,9981,46.5
37744,PB,2863,67.2
37745,PE,13648,72.6
37746,PE,32299,108.0
37747,PE,22589,111.3
37748,PE,10932,105.7
37749,PI,9787,117.8
37750,PR,7241,118.8
37751,PR,119126,135.3
37752,PR,10830,146.8
37753,PR,18127,86.5
37754,PR,3279,109.6
37755,PR,12921,141.1
37756,PR,24188,122.8
37757,PR,5194,91.9
37758,PR,11376,145.0
37759,PR,11064,138.4
37760,RJ,158636,162.8
37761,RJ,5263,158.8
37762,RN,17722,86.5
37763,RS,92924,141.2
37764,SC,21972,112.0
37765,SE,191991,84.4
37766,SP,34687,188.1
37767,SP,52480,402.9
37768,SP,5178,181.9
37769,SP,5731,137.4
37770,SP,16699,235.6
37771,SP,6778,184.9
37772,SP,3544,157.3
37773,SP,9889,131.0
37774,SP,1583,181.5
37775,SP,63485,164.1
37776,SP,101285,170.4
37777,SP,7661,173.7
38546,AC,11830,150.8
38547,AL,6727,210.4
38548,BA,5599,112.5
38549,BA,10551,101.4
38550,BA,10737,93.9
38551,BA,11163,145.6
38552,BA,5599,97.3
38553,BA,37340,115.3
38554,BA,9030,109.8
38555,CE,9471,165.7
38556,CE,29470,136.7
38557,GO,41733,130.9
38558,GO,45588,128.2
38559,GO,14036,155.1
38560,GO,38179,132.6
38561,MA,5953,123.6
38562,MG,7813,128.1
38563,MG,3077,110.4
38564,MG,3056,66.6
38565,MG,10984,158.7
38566,MG,109460,151.3
38567,MG,3761,105.7
38568,MG,3167,166.7
38569,MG,1382,155.0
38570,MG,8030,137.0
38571,MG,3519,149.1
38572,MG,93956,153.1
38573,MG,354443,118.3
38574,MG,2687,180.9
38575,MG,17540,102.7
38576,MG,9568,147.9
38577,MG,7191,120.9
38578,MG,4543,307.6
38579,MG,35007,147.9
38580,MG,1514,137.1
38581,MG,7275,143.4
38582,MG,5762,167.7
38583,MS,5227,179.2
38584,MT,6834,192.4
38585,PE,39851,105.5
38586,PE,23561,189.9
38587,PI,14216,97.6
38588,PR,12034,92.0
38589,PR,23209,126.2
38590,PR,11943,127.0
38591,PR,36712,142.6
38592,PR,5832,145.2
38593,PR,9634,122.6
38594,RJ,209112,131.4
38595,RJ,27012,146.1
38596,RJ,166007,132.5
38597,RN,4595,93.2
38598,RN,5916,99.1
38599,RS,132144,144.5
38600,RS,51851,140.9
38601,RS,216432,138.8
38602,RS,38226,202.6
38603,SC,52176,185.3
38604,SP,2764,139.8
38605,SP,379146,208.0
38606,SP,61764,153.1
38607,SP,20497,161.4
38608,SP,13655,174.9
38609,SP,58904,219.3
38610,SP,13597,136.0
38611,SP,25348,155.0
38612,SP,181971,171.1
38613,SP,21070,167.5
38614,SP,254857,261.1
38615,SP,52204,165.5
38616,SP,288184,140.3
38617,TO,32866,121.6
39388,AP,2446,217.1
39389,BA,8382,109.8
39390,BA,25195,88.6
39391,BA,26573,197.7
39392,BA,19712,100.4
39393,BA,3140,414.7
39394,CE,4556,84.5
39395,ES,27189,124.9
39396,GO,7641,154.0
39397,GO,16487,132.1
39398,GO,3864,269.6
39399,MA,109164,161.1
39400,MG,18683,104.2
39401,MG,3855,118.0
39402,MG,10159,140.3
39403,MG,13772,130.9
39404,MG,7267,163.6
39405,MG,6348,136.7
39406,MG,2217,159.5
39407,MG,57553,245.5
39408,MG,9660,156.3
39409,MG,13191,246.3
39410,MG,73373,150.9
39411,MS,35348,158.0
39412,MS,29579,175.7
39413,MS,7284,187.5
39414,MT,91712,144.3
39415,PA,46500,385.4
39416,PB,17912,72.3
39417,PB,5323,88.1
39418,PB,4707,91.8
39419,PE,20674,101.4
39420,PR,2970,140.4
39421,PR,9966,105.0
39422,PR,5908,133.4
39423,RS,25251,124.8
39424,RS,1300,242.1
39425,SC,139155,255.3
39426,SC,229381,109.7
39427,SC,2914,128.8
39428,SC,3700,126.4
39429,SP,3420,129.4
39430,SP,18056,171.3
39431,SP,152127,175.3
39432,SP,1135483,185.2
39433,SP,23879,163.0
39434,SP,13351,170.2
39435,SP,5321,180.5
39436,SP,5078,126.0
39437,SP,13115,160.9
39438,SP,37534,117.6
39439,SP,6489,203.2
39440,SP,48865,125.1
39441,TO,7500,46.5
39442,TO,55622,158.8
40394,AL,6786,122.1
40395,BA,16288,117.5
40396,BA,15116,95.2
40397,CE,6470,162.6
40398,CE,5170,146.8
40399,CE,5731,123.9
40400,ES,3156,169.5
40401,GO,1731,199.7
40402,GO,1956,130.1
40403,GO,11418,124.0
40404,GO,1077,109.0
40405,MG,11543,149.6
40406,MG,2909,135.3
40407,MG,2198,159.6
40408,MS,12830,153.3
40409,MT,2293,302.4
40410,PA,4000,187.0
40411,PE,19433,95.9
40412,PE,8005,99.5
40413,PI,13530,128.5
40414,PI,2720,103.3
40415,PI,1090,120.5
40416,PI,13395,107.5
40417,PI,1297,123.3
40418,PI,22589,128.2
40419,PR,3047,105.7
40420,RJ,10849,150.7
40421,RN,5665,98.3
40422,RO,1560,158.1
40423,RS,3651,436.8
40424,RS,1838,94.1
40425,RS,5337,198.2
40426,RS,5474,146.0
40427,RS,35012,181.5
40428,RS,4162,183.2
40429,RS,2748,238.1
40430,RS,1586,54.3
40431,RS,3850,422.6
40432,RS,859,140.0
40433,SC,2795,110.5
40434,SC,6181,100.5
40435,SC,2152,112.9
40436,SC,1891,109.5
40437,SC,1669,39.9
40438,SE,2152,95.1
40439,SE,9436,75.0
40440,TO,2686,84.8
40441,TO,5382,83.0
41412,AL,2839,67.5
41413,AL,4028,45.8
41414,BA,5144,119.2
41415,BA,2131,140.3
41416,BA,4267,138.1
41417,BA,3665,147.1
41418,BA,9498,110.0
41419,CE,10081,214.6
41420,CE,9635,259.6
41421,GO,2226,150.0
41422,GO,10584,107.4
41423,GO,9684,138.9
41424,GO,6073,171.1
41425,MA,531,111.1
41426,MA,2607,122.4
41427,MA,12728,106.7
41428,MG,2120,151.0
41429,MG,1718,152.7
41430,MG,3831,133.3
41431,MT,2015,166.1
41432,PE,6210,91.1
41433,PI,2406,82.3
41434,PR,6580,124.9
41435,PR,4511,300.3
41436,PR,3356,134.5
41437,PR,6219,124.7
41438,RN,20304,119.5
41439,RN,2798,97.4
41440,RN,2160,88.7
41441,RN,10268,216.3
41442,RS,639,171.7
41443,RS,101183,158.9
41444,RS,3021,273.0
41445,RS,2723,66.0
41446,RS,1706,160.1
41447,SC,10953,152.2
41448,SC,1472,91.8
41449,SC,6494,86.4
41450,SC,4873,123.7
41451,SC,2721,109.4
41452,SE,40505,115.2
41453,SE,7555,70.3
41454,TO,3374,100.9
41455,TO,2672,106.0
42447,AC,4531,69.8
42448,AM,18582,141.7
42449,BA,31647,84.0
42450,BA,8618,106.0
42451,CE,5358,191.5
42452,GO,4829,152.3
42453,GO,3090,208.2
42454,GO,3972,140.7
42455,MA,5314,286.9
42456,MG,4984,244.7
42457,MS,11246,207.7
42458,PA,5259,148.0
42459,PA,1963,174.0
42460,PA,40597,187.2
42461,PE,19482,117.1
42462,PE,57509,103.1
42463,PI,737,111.1
42464,PI,3094,96.5
42465,PI,2469,107.5
42466,PR,2574,130.6
42467,PR,4491,137.6
42468,PR,6286,258.5
42469,RJ,3555,144.6
42470,RN,5745,92.8
42471,RN,1974,103.5
42472,RS,2963,124.9
42473,RS,6611,172.3
42474,RS,4582,162.0
42475,RS,1094,143.3
42476,RS,1980,142.9
42477,RS,2157,440.7
42478,RS,6013,136.3
42479,SC,11596,237.5
42480,SC,5639,101.8
42481,SC,1870,94.0
42482,SC,4705,109.8
42483,SC,3501,180.7
42484,SC,5932,456.6
42485,TO,5116,102.1
43456,AC,4420,143.6
43457,AP,697,237.1
43458,BA,4163,129.5
43459,BA,11550,107.4
43460,BA,9418,101.5
43461,BA,25708,106.9
43462,BA,3219,125.5
43463,BA,27505,102.1
43464,CE,10540,147.8
43465,ES,3243,142.8
43466,GO,3874,151.7
43467,MA,6316,133.5
43468,MA,9958,122.9
43469,MA,3685,91.3
43470,MA,2178,124.8
43471,MG,2265,169.6
43472,MG,945,167.3
43473,MG,9533,148.7
43474,MG,3333,192.0
43475,MS,22879,204.2
43476,MT,6500,164.0
43477,MT,5020,235.0
43478,MT,5800,191.5
43479,MT,1562,143.9
43480,PA,39664,157.3
43481,PA,16536,112.3
43482,PB,9418,109.3
43483,PB,5891,82.1
43484,PB,4504,97.5
43485,PB,2753,86.9
43486,PI,6065,120.4
43487,PR,5122,109.9
43488,PR,6586,137.2
43489,PR,7225,122.0
43490,RS,4957,103.1
43491,RS,305,179.4
43492,RS,2506,107.1
43493,RS,3450,120.9
43494,RS,2744,92.0
43495,RS,22905,136.9
43496,RS,1469,128.4
43497,RS,2950,187.6
43498,RS,8632,180.6
43499,RS,500,109.6
43500,RS,1085,149.9
43501,SC,5965,102.2
43502,SC,2098,86.1
43503,SC,2055,168.9
43504,SC,1975,98.5
43505,SE,6164,91.6
43506,TO,22000,104.2
43507,TO,3645,102.6
43508,TO,1868,112.1
43509,TO,1407,134.1
43510,TO,5100,116.0
43511,TO,903,96.6
44524,BA,2618,120.5
44525,BA,3929,79.0
44526,BA,4782,110.2
44527,BA,7002,127.7
44528,CE,4362,152.8
44529,CE,4765,144.0
44530,CE,2272,122.7
44531,GO,1609,176.2
44532,MA,6888,110.5
44533,MA,1936,94.0
44534,MA,3205,119.7
44535,MA,23000,226.4
44536,MA,6354,267.5
44537,MA,3854,140.1
44538,MA,21519,146.9
44539,MA,11868,164.2
44540,MG,6840,115.3
44541,MT,1559,184.5
44542,MT,11530,138.3
44543,PA,13105,99.0
44544,PA,14703,78.5
44545,PB,4017,86.5
44546,PB,7741,65.0
44547,PB,3171,85.2
44548,PI,10813,97.2
44549,PI,1140,114.8
44550,PI,3920,112.2
44551,PR,4812,159.1
44552,PR,5864,121.5
44553,PR,2308,97.0
44554,PR,7565,135.4
44555,RN,6923,101.1
44556,RN,2706,101.2
44557,RO,10840,97.1
44558,RO,1221,209.1
44559,RR,3639,119.2
44560,RR,5078,168.7
44561,RS,7146,260.1
44562,RS,4458,169.0
44563,RS,2520,156.6
44564,RS,3065,234.2
44565,RS,4185,160.8
44566,RS,11254,157.7
44567,RS,2242,121.3
44568,RS,2589,127.3
44569,RS,3096,76.9
44570,SC,4203,95.9
44571,SC,7565,121.5
44572,SC,1953,133.7
44573,SC,2731,110.8
44574,SC,7812,119.9
44575,SE,5291,106.2
44576,TO,1940,97.1
44577,TO,1301,75.6
45534,AL,6386,143.3
45535,AL,12736,177.2
45536,BA,3177,123.8
45537,BA,9295,94.4
45538,BA,7859,107.2
45539,BA,22067,118.2
45540,BA,4535,123.1
45541,BA,16401,127.7
45542,BA,11944,97.7
45543,CE,14558,101.3
45544,CE,7812,297.7
45545,GO,1329,196.6
45546,GO,3791,143.3
45547,MT,3132,87.5
45548,MT,6932,169.5
45549,PA,15266,129.7
45550,PB,2943,79.5
45551,PE,21318,77.1
45552,PE,42121,80.6
45553,PI,4579,133.7
45554,PI,1094,76.3
45555,PR,4383,143.1
45556,PR,3230,108.9
45557,PR,6586,160.8
45558,PR,8062,126.8
45559,RJ,4279,212.2
45560,RN,2239,98.2
45561,RS,19084,134.6
45562,RS,2026,313.7
45563,RS,6301,170.4
45564,RS,7144,117.0
45565,SC,12318,86.8
45566,SC,72587,152.0
45567,SC,2156,92.1
45568,SC,2738,132.4
45569,TO,3726,115.3
45570,TO,4074,197.9
45571,TO,11105,140.4
45572,TO,13960,376.4
46568,AP,15154,188.6
46569,BA,2219,153.8
46570,BA,20907,83.7
46571,CE,15148,96.1
46572,GO,1716,204.4
46573,GO,3030,167.6
46574,GO,2567,183.5
46575,MA,2418,203.1
46576,MG,1115,182.0
46577,MG,2653,177.1
46578,MG,4193,125.5
46579,MS,8787,123.1
46580,PA,14494,162.1
46581,PB,1795,105.6
46582,PB,2136,83.9
46583,PB,7920,88.5
46584,PB,4763,53.9
46585,PE,34959,106.2
46586,PE,33507,96.1
46587,PR,2237,130.2
46588,PR,3694,125.6
46589,PR,2492,129.9
46590,RN,2082,103.0
46591,RS,15441,179.7
46592,RS,3868,150.9
46593,RS,16267,172.6
46594,RS,10694,155.6
46595,RS,1510,145.1
46596,RS,3848,164.9
46597,RS,2667,134.8
46598,RS,1225,136.4
46599,SC,3794,113.2
46600,SC,103074,166.5
46601,SC,45850,134.8
46602,TO,3048,87.4
47578,BA,7465,100.5
47579,BA,10730,78.8
47580,BA,8775,101.9
47581,CE,4902,132.0
47582,GO,2981,134.0
47583,GO,3321,149.6
47584,GO,28075,111.0
47585,GO,1968,164.9
47586,GO,6828,109.1
47587,MA,7600,180.3
47588,MA,3600,115.8
47589,MA,15114,158.8
47590,MA,9256,187.2
47591,MG,2327,112.8
47592,MG,3411,148.5
47593,MT,14039,151.5
47594,MT,9300,132.8
47595,MT,1541,32.3
47596,PA,5173,151.5
47597,PE,9600,58.3
47598,PE,45619,106.5
47599,PI,5770,102.8
47600,PI,3740,87.3
47601,PR,2700,189.5
47602,PR,2981,134.9
47603,PR,26738,126.1
47604,PR,10988,111.8
47605,RJ,46528,84.9
47606,RN,6789,116.9
47607,RN,3862,83.3
47608,RO,2180,137.3
47609,RO,32006,115.1
47610,RR,8195,107.6
47611,RS,10064,142.0
47612,RS,2135,310.6
47613,RS,7528,121.8
47614,RS,2576,139.4
47615,RS,5351,123.3
47616,RS,1618,330.7
47617,RS,11408,157.6
47618,RS,884,130.5
47619,SC,1357,103.8
47620,SE,2380,92.9
47621,TO,5217,135.1
47622,TO,3143,118.3
48604,AC,6768,138.8
48605,AL,5059,103.6
48606,AL,9760,72.8
48607,AL,4906,109.0
48608,AP,2705,194.9
48609,BA,12115,110.0
48610,BA,7213,85.6
48611,BA,5618,87.6
48612,BA,4572,80.1
48613,BA,6708,101.0
48614,CE,54840,94.4
48615,GO,1787,153.2
48616,GO,2848,135.4
48617,MA,1819,77.4
48618,MG,1954,93.5
48619,PB,8671,35.2
48620,PE,19186,97.9
48621,PE,21306,79.6
48622,PE,2250,77.9
48623,PI,1748,116.7
48624,PI,2158,109.0
48625,PR,9853,221.9
48626,PR,1747,164.7
48627,RJ,11765,181.6
48628,RN,4682,97.2
48629,RN,4986,86.9
48630,RN,939,226.4
48631,RS,1483,245.6
48632,RS,3630,129.0
48633,RS,24850,141.5
48634,SC,1563,94.2
48635,SC,4144,112.1
48636,SC,8673,105.8
48637,SC,4545,118.2
48638,SC,2504,107.0
48639,TO,15263,123.1
49615,AC,5632,140.9
49616,AL,6623,69.9
49617,AM,11246,100.5
49618,BA,12281,122.4
49619,BA,24285,99.1
49620,BA,9788,88.8
49621,BA,16461,130.4
49622,BA,3850,129.9
49623,BA,11438,161.7
49624,CE,9354,217.9
49625,GO,6843,116.1
49626,GO,10533,130.8
49627,GO,1550,144.0
49628,MA,16331,123.1
49629,MA,8301,142.9
49630,MA,3581,105.5
49631,MA,3770,114.7
49632,MA,14000,195.7
49633,MA,1851,146.8
